PROPERTY_ID,COUNTRY,PROVINCE,CITY,PROPERTY_PRICE,BEDROOMS,BATHROOMS,PARKING,FLOOR_SIZE,Monthly_Repayment,Total_Once_off_Costs,Min_Gross_Monthly_Income
43781,South Africa,Free State,Bloemfontein,1446401,4,3,3,186,26384,254209,93688
43782,South Africa,Mpumalanga,White River,2298714,1,3,2,64,12031,345862,80172
43783,South Africa,Limpopo,Polokwane,1837326,2,2,2,219,45549,267094,165891
43784,South Africa,North West,Hartbeespoort,2124947,1,2,3,161,9994,267509,41831
43785,South Africa,Northern Cape,Kimberley,1050544,2,1,3,120,18112,295430,126258
43786,South Africa,Gauteng,Sandton,1858785,1,1,3,217,45388,328456,123594
43787,South Africa,Western Cape,Sea Point,5000123,3,1,2,235,36598,189621,165499
43788,South Africa,KwaZulu-Natal,Hillcrest,3794633,4,1,2,157,12233,172067,60890
43789,South Africa,Eastern Cape,Gqeberha,3325835,1,3,2,145,43828,76801,112998
43790,South Africa,Free State,Welkom,1808461,1,1,2,217,21883,288413,44763
43791,South Africa,Mpumalanga,Nelspruit,2344951,4,2,1,162,34012,144399,76788
43792,South Africa,Limpopo,Tzaneen,2534734,1,2,2,93,43225,303627,39051
43793,South Africa,North West,Rustenburg,3014866,4,2,1,175,34492,205108,125837
43794,South Africa,Northern Cape,Upington,1866646,2,1,3,211,36292,98860,178551
43795,South Africa,Gauteng,Alberton,1469454,3,3,2,130,21048,59596,133659
43796,South Africa,Western Cape,Cape Town,4107720,1,2,1,185,38889,327257,186715
43797,South Africa,KwaZulu-Natal,Umhlanga,2694755,2,2,2,126,24772,75823,174168
43798,South Africa,Eastern Cape,Gqeberha,3333398,3,1,3,170,26023,274840,129536
43799,South Africa,Free State,Bloemfontein,1526678,1,2,3,68,18752,71523,90949
43800,South Africa,Mpumalanga,White River,3076396,1,2,1,153,10156,343115,159876
43801,South Africa,Limpopo,Polokwane,2732754,4,2,1,93,36367,233194,117768
43802,South Africa,North West,Hartbeespoort,2561274,1,1,3,158,10755,116654,148215
43803,South Africa,Northern Cape,Kimberley,2227424,1,2,3,227,40177,104013,155870
43804,South Africa,Gauteng,Fourways,4469667,1,2,1,227,32063,193646,120109
43805,South Africa,Western Cape,Stellenbosch,2217220,3,3,1,208,23390,161409,129928
43806,South Africa,KwaZulu-Natal,Durban North,3406851,2,1,2,239,16138,284776,164347
43807,South Africa,Eastern Cape,Gqeberha,1865968,4,2,2,126,25827,345366,47236
43808,South Africa,Free State,Welkom,2386463,1,2,1,75,51702,103918,64354
43809,South Africa,Mpumalanga,Nelspruit,2040971,4,2,1,217,12267,248572,129149
43810,South Africa,Limpopo,Tzaneen,2634022,4,2,3,103,49129,184242,156316
43811,South Africa,North West,Rustenburg,1180307,3,3,3,117,34765,51203,151969
43812,South Africa,Northern Cape,Upington,2373560,3,1,1,146,48895,86590,95168
43813,South Africa,Gauteng,Centurion,3752503,1,2,3,140,38845,85407,118181
43814,South Africa,Western Cape,Bellville,6766896,4,3,1,104,14573,132178,126126
43815,South Africa,KwaZulu-Natal,Ballito,1623511,2,3,1,91,34059,326939,41792
43816,South Africa,Eastern Cape,Gqeberha,1390832,1,1,2,171,43070,224300,91110
43817,South Africa,Free State,Bloemfontein,1949512,4,3,1,76,44972,320310,129224
43818,South Africa,Mpumalanga,White River,2613224,3,1,3,181,32188,155924,153235
43819,South Africa,Limpopo,Polokwane,2421898,3,3,2,76,28296,338695,57360
43820,South Africa,North West,Hartbeespoort,3090160,4,1,3,108,24582,332125,172971
43821,South Africa,Northern Cape,Kimberley,1732716,3,1,2,113,20504,286354,186597
43822,South Africa,Gauteng,Midrand,4997179,3,1,1,122,52106,330158,141386
43823,South Africa,Western Cape,Claremont,3014584,2,2,3,197,23642,51289,93850
43824,South Africa,KwaZulu-Natal,Hillcrest,3319087,2,1,1,138,22279,160910,54539
43825,South Africa,Eastern Cape,Gqeberha,1278388,4,2,1,135,9133,216550,115516
43826,South Africa,Free State,Welkom,2114107,1,1,2,82,22480,79365,70480
43827,South Africa,Mpumalanga,Nelspruit,2308908,2,2,3,135,32332,250859,65067
43828,South Africa,Limpopo,Tzaneen,1604241,1,3,2,64,26548,269292,139737
43829,South Africa,North West,Rustenburg,2474177,3,1,1,70,35962,176731,124927
43830,South Africa,Northern Cape,Upington,2005449,1,3,1,156,15771,75003,79869
43831,South Africa,Gauteng,Sandton,3229528,4,3,2,198,26412,111080,77456
43832,South Africa,Western Cape,Sea Point,4466864,1,2,1,75,19670,275533,161743
43833,South Africa,KwaZulu-Natal,Umhlanga,3242905,1,3,2,117,33352,99869,146964
43834,South Africa,Eastern Cape,Gqeberha,1753291,2,2,2,188,15066,147636,148876
43835,South Africa,Free State,Bloemfontein,2349291,2,1,1,142,49482,248758,160330
43836,South Africa,Mpumalanga,White River,2467972,1,2,2,207,17034,321618,139511
43837,South Africa,Limpopo,Polokwane,2290941,3,2,3,65,48397,92888,109986
43838,South Africa,North West,Hartbeespoort,1597174,1,1,3,138,8277,139757,130291
43839,South Africa,Northern Cape,Kimberley,1581723,3,2,1,89,48555,162685,79484
43840,South Africa,Gauteng,Alberton,3476261,3,2,3,102,21650,172641,165528
43841,South Africa,Western Cape,Cape Town,3854085,3,1,2,226,19610,50695,32559
43842,South Africa,KwaZulu-Natal,Durban North,2047445,3,1,3,172,8986,139045,67316
43843,South Africa,Eastern Cape,Gqeberha,915580,2,3,1,207,15100,209394,189570
43844,South Africa,Free State,Welkom,1862647,2,2,2,160,35920,280914,126066
43845,South Africa,Mpumalanga,Nelspruit,2449609,3,1,3,79,47043,310000,100386
43846,South Africa,Limpopo,Tzaneen,987697,3,3,2,180,34129,284065,133589
43847,South Africa,North West,Rustenburg,3564793,3,1,1,235,47828,224165,173516
43848,South Africa,Northern Cape,Upington,1524469,1,1,1,124,38117,90302,86986
43849,South Africa,Gauteng,Fourways,4677087,2,1,1,183,18830,187605,138282
43850,South Africa,Western Cape,Stellenbosch,1808281,1,2,1,157,26145,336544,176716
43851,South Africa,KwaZulu-Natal,Ballito,2164734,3,3,1,118,46748,241739,111087
43852,South Africa,Eastern Cape,Gqeberha,1937124,2,2,2,233,12732,73821,182964
43853,South Africa,Free State,Bloemfontein,2099779,2,2,1,204,43618,82751,120042
43854,South Africa,Mpumalanga,White River,1819674,1,3,1,151,21382,187743,136493
43855,South Africa,Limpopo,Polokwane,2724068,3,2,1,205,16099,276869,57437
43856,South Africa,North West,Hartbeespoort,1179240,1,3,3,204,32270,332313,80784
43857,South Africa,Northern Cape,Kimberley,1432523,2,2,1,220,39667,75695,126201
43858,South Africa,Gauteng,Centurion,3566725,3,2,3,157,44008,308604,151849
43859,South Africa,Western Cape,Bellville,1924398,2,1,3,79,15578,231169,84706
43860,South Africa,KwaZulu-Natal,Hillcrest,2369322,1,1,3,238,23065,195497,149690
43861,South Africa,Eastern Cape,Gqeberha,2505256,1,3,2,129,30072,308100,141081
43862,South Africa,Free State,Welkom,1494411,2,3,3,173,10434,285664,150979
43863,South Africa,Mpumalanga,Nelspruit,884985,2,1,2,63,51842,327302,181848
43864,South Africa,Limpopo,Tzaneen,2334831,3,2,3,233,9114,331262,182124
43865,South Africa,North West,Rustenburg,1531333,4,1,1,221,37829,187136,174440
43866,South Africa,Northern Cape,Upington,2356350,1,3,1,96,22057,249031,60108
43867,South Africa,Gauteng,Midrand,3883177,4,1,2,149,29641,278021,58755
43868,South Africa,Western Cape,Claremont,4225931,3,3,2,112,10266,205469,33222
43869,South Africa,KwaZulu-Natal,Umhlanga,1712243,2,2,3,165,24559,124822,160372
43870,South Africa,Eastern Cape,Gqeberha,2906164,4,2,3,81,36546,304531,135204
43871,South Africa,Free State,Bloemfontein,1422407,3,3,3,228,45193,310243,150620
43872,South Africa,Mpumalanga,White River,2799627,1,1,3,203,44649,90171,118949
43873,South Africa,Limpopo,Polokwane,1674035,2,1,2,129,25095,75209,119400
43874,South Africa,North West,Hartbeespoort,3500380,3,1,1,205,37041,295183,37783
43875,South Africa,Northern Cape,Kimberley,1382665,3,2,1,144,51073,219392,74001
43876,South Africa,Gauteng,Sandton,3933634,3,2,1,169,39822,212424,135229
43877,South Africa,Western Cape,Sea Point,3271604,4,3,2,96,45797,118334,86453
43878,South Africa,KwaZulu-Natal,Durban North,3151162,2,2,3,193,50434,298163,62173
43879,South Africa,Eastern Cape,Gqeberha,3245257,3,3,2,158,20791,89293,82296
43880,South Africa,Free State,Welkom,2689936,2,2,3,153,19878,66001,92980
43881,South Africa,Mpumalanga,Nelspruit,898029,1,3,3,175,8106,147087,106167
43882,South Africa,Limpopo,Tzaneen,2856444,1,3,3,134,52966,338899,171816
43883,South Africa,North West,Rustenburg,2841671,3,2,3,150,40721,208769,114362
43884,South Africa,Northern Cape,Upington,1575433,1,2,3,177,32183,213687,142583
43885,South Africa,Gauteng,Alberton,4707291,2,1,3,213,14180,229292,169960
43886,South Africa,Western Cape,Cape Town,2061553,3,2,1,224,48782,276231,107332
43887,South Africa,KwaZulu-Natal,Ballito,962236,3,3,2,200,47069,226905,120444
43888,South Africa,Eastern Cape,Gqeberha,2033909,4,3,3,82,13230,285394,45135
43889,South Africa,Free State,Bloemfontein,1802207,2,3,1,184,40839,98588,135322
43890,South Africa,Mpumalanga,White River,1859084,2,2,1,105,38523,148601,127584
43891,South Africa,Limpopo,Polokwane,2460170,1,3,2,143,28857,79867,43228
43892,South Africa,North West,Hartbeespoort,3271728,4,2,3,71,52467,242246,151089
43893,South Africa,Northern Cape,Kimberley,1768862,3,2,2,175,48364,95100,137551
43894,South Africa,Gauteng,Fourways,1503450,4,3,2,210,51988,257322,87700
43895,South Africa,Western Cape,Stellenbosch,1109850,2,2,1,182,52462,348777,177629
43896,South Africa,KwaZulu-Natal,Hillcrest,1175391,3,3,1,132,22143,261183,56790
43897,South Africa,Eastern Cape,Gqeberha,2776309,4,1,3,140,29691,284063,174338
43898,South Africa,Free State,Welkom,1289709,1,2,1,221,25732,229741,78028
43899,South Africa,Mpumalanga,Nelspruit,2458448,1,1,1,237,47725,71842,171835
43900,South Africa,Limpopo,Tzaneen,2256700,4,3,2,136,8650,171898,138253
43901,South Africa,North West,Rustenburg,1723595,4,2,3,190,17301,155465,167869
43902,South Africa,Northern Cape,Upington,1808689,3,2,3,206,37786,89094,114282
43903,South Africa,Gauteng,Centurion,1593747,4,1,3,203,26039,145636,117199
43904,South Africa,Western Cape,Bellville,5474265,2,2,2,121,23188,242407,59293
43905,South Africa,KwaZulu-Natal,Umhlanga,4418656,3,2,2,110,17492,343526,101790
43906,South Africa,Eastern Cape,Gqeberha,1111199,1,3,2,152,19186,230412,139090
43907,South Africa,Free State,Bloemfontein,2260907,1,3,3,154,33923,222371,187088
43908,South Africa,Mpumalanga,White River,1899116,3,1,3,206,31504,134071,162130
43909,South Africa,Limpopo,Polokwane,1907413,3,2,2,84,24329,171548,145104
43910,South Africa,North West,Hartbeespoort,2149421,1,2,2,112,18421,69310,54790
43911,South Africa,Northern Cape,Kimberley,2575121,2,3,1,134,20708,66391,139631
43912,South Africa,Gauteng,Midrand,4098758,1,3,2,113,23976,346957,58383
43913,South Africa,Western Cape,Claremont,1701321,1,1,3,161,39348,116216,144623
43914,South Africa,KwaZulu-Natal,Durban North,3625918,4,3,2,129,40826,78289,87467
43915,South Africa,Eastern Cape,Gqeberha,1947630,2,2,1,179,43699,163813,50105
43916,South Africa,Free State,Welkom,2080488,4,1,3,95,17785,156482,98739
43917,South Africa,Mpumalanga,Nelspruit,2390500,3,2,2,114,24338,183841,37250
43918,South Africa,Limpopo,Tzaneen,2201299,2,3,3,167,27118,249578,45502
43919,South Africa,North West,Rustenburg,1610682,1,2,3,239,52665,183686,145029
43920,South Africa,Northern Cape,Upington,909821,2,3,3,121,49222,137944,37932
43921,South Africa,Gauteng,Sandton,2588111,3,3,1,199,39639,268935,164391
43922,South Africa,Western Cape,Sea Point,2431876,2,3,1,130,13930,319524,155141
43923,South Africa,KwaZulu-Natal,Ballito,1381318,2,3,3,186,18365,264821,125752
43924,South Africa,Eastern Cape,Gqeberha,1067522,4,1,1,200,14885,103617,100192
43925,South Africa,Free State,Bloemfontein,1603635,3,3,1,171,18096,98574,128675
43926,South Africa,Mpumalanga,White River,1517387,1,1,3,130,22793,342851,93599
43927,South Africa,Limpopo,Polokwane,2410547,1,3,1,223,40381,261658,172170
43928,South Africa,North West,Hartbeespoort,1991975,2,1,3,115,26093,302451,55742
43929,South Africa,Northern Cape,Kimberley,1130709,4,1,2,111,38474,200856,188064
43930,South Africa,Gauteng,Alberton,1293919,2,2,2,67,49474,144870,98196
43931,South Africa,Western Cape,Cape Town,4684213,2,3,1,159,37567,74172,140067
43932,South Africa,KwaZulu-Natal,Hillcrest,1516998,4,1,3,187,40371,132655,44338
43933,South Africa,Eastern Cape,Gqeberha,2608216,4,3,1,236,32052,203870,75435
43934,South Africa,Free State,Welkom,1203266,4,1,2,98,37347,259284,147488
43935,South Africa,Mpumalanga,Nelspruit,1830084,4,2,3,136,48158,304105,155517
43936,South Africa,Limpopo,Tzaneen,1645657,3,2,1,203,25071,50632,148154
43937,South Africa,North West,Rustenburg,3043926,4,3,3,233,23578,223770,114438
43938,South Africa,Northern Cape,Upington,2471395,2,1,3,205,33033,119655,132120
43939,South Africa,Gauteng,Fourways,2031306,1,3,3,212,31323,113563,74695
43940,South Africa,Western Cape,Stellenbosch,5855886,3,3,2,202,47597,272080,154936
43941,South Africa,KwaZulu-Natal,Umhlanga,2572139,1,2,3,189,50228,95991,154682
43942,South Africa,Eastern Cape,Gqeberha,3068311,3,2,1,128,25200,224336,97610
43943,South Africa,Free State,Bloemfontein,888649,3,1,3,130,28945,247625,56888
43944,South Africa,Mpumalanga,White River,2661362,4,1,1,203,19188,197459,61397
43945,South Africa,Limpopo,Polokwane,1132536,2,2,2,184,47818,197348,102329
43946,South Africa,North West,Hartbeespoort,2035691,2,3,3,68,21334,226937,138982
43947,South Africa,Northern Cape,Kimberley,1632922,2,1,3,75,25811,338263,184188
43948,South Africa,Gauteng,Centurion,1391155,4,3,3,166,24695,309527,47043
43949,South Africa,Western Cape,Bellville,3340725,2,1,1,112,51526,177374,165651
43950,South Africa,KwaZulu-Natal,Durban North,2861520,2,2,2,108,20732,217807,125258
43951,South Africa,Eastern Cape,Gqeberha,1239018,1,3,2,179,40323,340162,152715
43952,South Africa,Free State,Welkom,1539318,1,1,1,239,45946,305720,185487
43953,South Africa,Mpumalanga,Nelspruit,2715416,2,2,3,141,19683,299203,84404
43954,South Africa,Limpopo,Tzaneen,876279,1,3,2,179,9719,226095,54625
43955,South Africa,North West,Rustenburg,2059115,2,1,3,188,13772,270013,120544
43956,South Africa,Northern Cape,Upington,1477156,4,1,3,173,28390,170564,35519
43957,South Africa,Gauteng,Midrand,5347900,1,2,3,194,39016,197751,45506
43958,South Africa,Western Cape,Claremont,6319079,1,2,2,120,25771,207317,46866
43959,South Africa,KwaZulu-Natal,Ballito,3933601,3,1,1,111,44635,87282,119875
43960,South Africa,Eastern Cape,Gqeberha,2237575,4,1,2,114,35210,262487,113639
43961,South Africa,Free State,Bloemfontein,2580632,4,2,3,192,10947,112150,148951
43962,South Africa,Mpumalanga,White River,1372839,2,2,3,147,40694,198563,57025
43963,South Africa,Limpopo,Polokwane,1087619,3,3,3,174,24292,163016,160374
43964,South Africa,North West,Hartbeespoort,1401866,2,1,1,185,14825,86311,155643
43965,South Africa,Northern Cape,Kimberley,2424772,1,1,3,104,9757,83742,82845
43966,South Africa,Gauteng,Sandton,1312398,1,1,2,96,51788,191318,68769
43967,South Africa,Western Cape,Sea Point,5647960,2,3,3,182,47249,203956,109519
43968,South Africa,KwaZulu-Natal,Hillcrest,2113945,1,2,3,224,32192,164765,58398
43969,South Africa,Eastern Cape,Gqeberha,3361088,2,1,1,120,8825,324239,153794
43970,South Africa,Free State,Welkom,1244841,4,2,3,206,21965,325762,106621
43971,South Africa,Mpumalanga,Nelspruit,947543,3,3,1,69,20189,72414,124959
43972,South Africa,Limpopo,Tzaneen,1019258,3,3,3,91,51264,201928,71242
43973,South Africa,North West,Rustenburg,3431708,4,3,3,223,47243,156063,117389
43974,South Africa,Northern Cape,Upington,1804658,2,1,1,64,34968,347597,54716
43975,South Africa,Gauteng,Alberton,1822565,3,1,2,121,33793,169659,101374
43976,South Africa,Western Cape,Cape Town,1654303,2,2,2,196,49722,126890,133678
43977,South Africa,KwaZulu-Natal,Umhlanga,2290462,4,3,2,99,18806,62803,57927
43978,South Africa,Eastern Cape,Gqeberha,1225105,2,2,2,120,38580,210760,58909
43979,South Africa,Free State,Bloemfontein,1167797,3,3,3,236,23826,231999,155359
43980,South Africa,Mpumalanga,White River,1589166,1,1,1,155,49989,58221,154889
43981,South Africa,Limpopo,Polokwane,2457848,3,2,3,153,22174,169911,147968
43982,South Africa,North West,Hartbeespoort,2224198,3,1,2,227,18911,155249,44634
43983,South Africa,Northern Cape,Kimberley,1106515,2,2,1,180,13700,292105,174416
43984,South Africa,Gauteng,Fourways,2905817,2,1,3,234,27932,295549,169624
43985,South Africa,Western Cape,Stellenbosch,7148440,2,2,1,239,29744,334710,77276
43986,South Africa,KwaZulu-Natal,Durban North,1702718,3,1,1,99,12507,247395,153294
43987,South Africa,Eastern Cape,Gqeberha,3190290,2,3,1,122,33505,232664,57815
43988,South Africa,Free State,Welkom,1117738,4,3,1,234,50032,115474,106623
43989,South Africa,Mpumalanga,Nelspruit,1250387,1,3,1,204,10889,83852,101782
43990,South Africa,Limpopo,Tzaneen,1753007,4,1,3,145,31933,80480,78241
43991,South Africa,North West,Rustenburg,2639541,4,1,1,158,11687,319971,181781
43992,South Africa,Northern Cape,Upington,1949146,3,2,1,85,40128,191210,32596
43993,South Africa,Gauteng,Centurion,1469638,1,3,2,115,48058,337282,148709
43994,South Africa,Western Cape,Bellville,6014731,3,3,3,219,20637,288765,139513
43995,South Africa,KwaZulu-Natal,Ballito,2551606,3,3,1,208,32093,51186,123590
43996,South Africa,Eastern Cape,Gqeberha,1494076,4,2,2,214,9528,201786,43321
43997,South Africa,Free State,Bloemfontein,2485269,3,3,1,146,41108,110733,36361
43998,South Africa,Mpumalanga,White River,2010182,3,2,2,225,8590,174799,162050
43999,South Africa,Limpopo,Polokwane,912653,4,1,2,233,34795,181614,103694
44000,South Africa,North West,Hartbeespoort,2302002,1,1,1,161,52862,302573,135217
44001,South Africa,Northern Cape,Kimberley,2220100,4,2,1,158,29706,155754,121446
44002,South Africa,Gauteng,Midrand,1810109,4,3,2,224,22161,104219,108289
44003,South Africa,Western Cape,Claremont,5146095,1,3,2,174,14535,215191,56050
44004,South Africa,KwaZulu-Natal,Hillcrest,3592038,3,1,3,77,27568,84803,160843
44005,South Africa,Eastern Cape,Gqeberha,1536185,3,3,2,199,34892,349219,182208
44006,South Africa,Free State,Welkom,970996,3,2,2,92,37139,52461,47206
44007,South Africa,Mpumalanga,Nelspruit,2849871,3,3,2,79,24098,294368,155265
44008,South Africa,Limpopo,Tzaneen,2498101,3,2,3,165,44705,251718,144770
44009,South Africa,North West,Rustenburg,930202,2,2,1,223,8523,291482,169967
44010,South Africa,Northern Cape,Upington,1883585,3,2,1,214,50082,220157,169186
44011,South Africa,Gauteng,Sandton,2930185,3,2,1,136,14679,316997,30095
44012,South Africa,Western Cape,Sea Point,2755783,4,2,1,129,19890,108252,132198
44013,South Africa,KwaZulu-Natal,Umhlanga,1324964,4,2,3,214,29081,229658,123108
44014,South Africa,Eastern Cape,Gqeberha,1720698,2,3,1,146,32701,342993,80901
44015,South Africa,Free State,Bloemfontein,1178535,1,3,3,88,23339,259409,91600
44016,South Africa,Mpumalanga,White River,2671378,4,3,1,172,26930,116796,54661
44017,South Africa,Limpopo,Polokwane,2492438,2,2,2,170,15343,202557,61871
44018,South Africa,North West,Hartbeespoort,1109972,4,1,3,167,52077,270719,106557
44019,South Africa,Northern Cape,Kimberley,2203652,1,1,1,206,18671,209762,111481
44020,South Africa,Gauteng,Alberton,3207727,4,3,3,226,40870,190136,41422
44021,South Africa,Western Cape,Cape Town,6617901,1,3,3,141,20962,182808,145523
44022,South Africa,KwaZulu-Natal,Durban North,2483991,2,3,2,127,44562,119572,156923
44023,South Africa,Eastern Cape,Gqeberha,2912111,2,1,3,237,27625,324378,56246
44024,South Africa,Free State,Welkom,2589625,1,1,1,139,43157,127106,137986
44025,South Africa,Mpumalanga,Nelspruit,3025497,1,3,1,79,18082,242276,173611
44026,South Africa,Limpopo,Tzaneen,2137850,1,2,3,203,23426,163564,123395
44027,South Africa,North West,Rustenburg,957620,2,3,2,64,17255,146282,154395
44028,South Africa,Northern Cape,Upington,2558653,3,2,3,142,15816,119606,72321
44029,South Africa,Gauteng,Fourways,3047314,1,2,3,109,26063,163805,45771
44030,South Africa,Western Cape,Stellenbosch,5939523,2,2,2,82,12580,198087,103567
44031,South Africa,KwaZulu-Natal,Ballito,3223654,4,1,2,118,32278,174889,180693
44032,South Africa,Eastern Cape,Gqeberha,2313649,1,2,1,141,51137,138886,101111
44033,South Africa,Free State,Bloemfontein,2392609,4,2,3,173,16197,269663,60817
44034,South Africa,Mpumalanga,White River,1062192,4,1,1,226,11657,55393,69671
44035,South Africa,Limpopo,Polokwane,941909,3,1,3,82,28488,57505,168934
44036,South Africa,North West,Hartbeespoort,3518857,4,3,1,172,41329,182312,180900
44037,South Africa,Northern Cape,Kimberley,2392263,3,2,3,133,48426,187477,51977
44038,South Africa,Gauteng,Centurion,3228708,1,3,2,119,23636,60982,82539
44039,South Africa,Western Cape,Bellville,6190640,4,1,3,152,17610,211252,41731
44040,South Africa,KwaZulu-Natal,Hillcrest,2482155,2,2,1,225,45469,288704,99837
44041,South Africa,Eastern Cape,Gqeberha,3038407,2,3,3,114,39141,58367,83143
44042,South Africa,Free State,Welkom,2157333,1,1,2,115,22589,326989,77199
44043,South Africa,Mpumalanga,Nelspruit,1247447,1,3,2,117,51669,246496,130014
44044,South Africa,Limpopo,Tzaneen,1590428,3,2,3,229,30893,113677,168452
44045,South Africa,North West,Rustenburg,1643953,3,2,2,118,52751,324444,32976
44046,South Africa,Northern Cape,Upington,1760247,2,2,1,195,25344,265250,63961
44047,South Africa,Gauteng,Midrand,4877328,3,2,2,184,11782,291631,169115
44048,South Africa,Western Cape,Claremont,6155865,4,3,2,60,31970,85770,117610
44049,South Africa,KwaZulu-Natal,Umhlanga,3479051,1,3,3,191,46818,119791,133616
44050,South Africa,Eastern Cape,Gqeberha,2441876,1,2,1,147,29922,75096,80837
44051,South Africa,Free State,Bloemfontein,1855558,2,2,3,128,44490,347149,170635
44052,South Africa,Mpumalanga,White River,1351907,4,1,3,148,8581,317782,95450
44053,South Africa,Limpopo,Polokwane,2513161,2,2,2,122,52828,97721,111302
44054,South Africa,North West,Hartbeespoort,995060,2,2,1,140,48820,84839,177429
44055,South Africa,Northern Cape,Kimberley,1469017,1,2,3,191,27011,228560,126581
44056,South Africa,Gauteng,Sandton,2615122,2,2,1,175,47376,311283,141435
44057,South Africa,Western Cape,Sea Point,2625517,4,1,3,196,32137,98211,126968
44058,South Africa,KwaZulu-Natal,Durban North,4216945,2,2,1,178,42642,246462,53288
44059,South Africa,Eastern Cape,Gqeberha,1251055,3,3,2,165,43860,285219,97286
44060,South Africa,Free State,Welkom,2383524,3,2,2,153,14771,333388,183537
44061,South Africa,Mpumalanga,Nelspruit,2802151,2,1,1,108,24265,325147,86589
44062,South Africa,Limpopo,Tzaneen,1436264,1,3,2,71,49215,246146,160918
44063,South Africa,North West,Rustenburg,1936727,1,3,1,174,19689,219675,91011
44064,South Africa,Northern Cape,Upington,1408461,1,1,1,93,33125,298544,82965
44065,South Africa,Gauteng,Alberton,3827384,2,3,2,128,33216,294782,43467
44066,South Africa,Western Cape,Cape Town,1680044,4,2,2,218,49478,157875,97749
44067,South Africa,KwaZulu-Natal,Ballito,2438824,2,1,1,192,26692,247151,165983
44068,South Africa,Eastern Cape,Gqeberha,1640970,4,3,2,196,37153,63440,187993
44069,South Africa,Free State,Bloemfontein,2735346,2,2,2,211,13889,151887,170093
44070,South Africa,Mpumalanga,White River,1927285,3,1,1,204,39975,73129,45188
44071,South Africa,Limpopo,Polokwane,2031787,2,1,3,203,19188,118577,185308
44072,South Africa,North West,Hartbeespoort,3375814,4,1,3,222,18429,334775,91805
44073,South Africa,Northern Cape,Kimberley,1017634,3,1,1,139,34393,312305,171055
44074,South Africa,Gauteng,Fourways,3233728,2,1,3,143,52898,231789,177483
44075,South Africa,Western Cape,Stellenbosch,4426314,2,3,1,60,41603,158630,98138
44076,South Africa,KwaZulu-Natal,Hillcrest,3416322,1,1,1,105,35186,103086,45517
44077,South Africa,Eastern Cape,Gqeberha,1345970,3,1,1,152,26962,294670,182969
44078,South Africa,Free State,Welkom,1339351,3,2,1,231,10198,275447,80224
44079,South Africa,Mpumalanga,Nelspruit,2106744,2,1,2,227,23744,306656,74164
44080,South Africa,Limpopo,Tzaneen,1787845,4,2,1,145,48930,141941,171871
44081,South Africa,North West,Rustenburg,3419750,4,2,3,140,9955,185864,161295
44082,South Africa,Northern Cape,Upington,1904645,3,1,1,70,18756,261653,47496
44083,South Africa,Gauteng,Centurion,3353661,3,3,2,213,27026,57937,43529
44084,South Africa,Western Cape,Bellville,3045734,2,3,3,236,47897,263162,44082
44085,South Africa,KwaZulu-Natal,Umhlanga,4620911,4,2,2,113,36935,171651,66848
44086,South Africa,Eastern Cape,Gqeberha,1759961,2,1,2,233,48280,261901,38086
44087,South Africa,Free State,Bloemfontein,1504928,2,3,1,165,25949,178772,61443
44088,South Africa,Mpumalanga,White River,2843634,4,3,3,181,16367,161079,110369
44089,South Africa,Limpopo,Polokwane,2507026,1,1,3,198,20650,250771,36198
44090,South Africa,North West,Hartbeespoort,3570301,4,2,2,224,13735,121020,60398
44091,South Africa,Northern Cape,Kimberley,2206826,1,2,2,235,21715,168604,188398
44092,South Africa,Gauteng,Midrand,1243035,1,1,1,179,25771,145818,86513
44093,South Africa,Western Cape,Claremont,6181044,3,2,2,83,33632,198314,171183
44094,South Africa,KwaZulu-Natal,Durban North,2800394,2,3,2,177,19216,338997,186023
44095,South Africa,Eastern Cape,Gqeberha,1220613,2,2,2,121,24565,231379,66214
44096,South Africa,Free State,Welkom,1181224,1,3,1,197,9120,155604,183050
44097,South Africa,Mpumalanga,Nelspruit,2770705,1,2,3,222,30854,122508,137925
44098,South Africa,Limpopo,Tzaneen,900184,4,1,2,233,48666,250407,82475
44099,South Africa,North West,Rustenburg,3425571,2,1,1,118,19252,296187,135011
44100,South Africa,Northern Cape,Upington,910854,4,2,1,62,8890,213757,105932
44101,South Africa,Gauteng,Sandton,5132240,2,2,2,211,44192,253254,75921
44102,South Africa,Western Cape,Sea Point,2231175,4,2,2,208,8632,195196,112618
44103,South Africa,KwaZulu-Natal,Ballito,4181926,4,3,3,193,31526,345957,174185
44104,South Africa,Eastern Cape,Gqeberha,2277241,4,1,1,70,50204,205764,36880
44105,South Africa,Free State,Bloemfontein,2391087,2,3,2,76,20423,160705,178005
44106,South Africa,Mpumalanga,White River,2052378,4,3,1,214,21597,310048,30148
44107,South Africa,Limpopo,Polokwane,2346128,1,1,2,101,27837,173955,61341
44108,South Africa,North West,Hartbeespoort,3534618,2,1,2,95,35545,326046,128428
44109,South Africa,Northern Cape,Kimberley,2178288,1,2,3,139,17759,311860,66361
44110,South Africa,Gauteng,Alberton,1081044,3,2,1,85,18705,84105,94797
44111,South Africa,Western Cape,Cape Town,4854529,2,2,2,198,21098,65054,104715
44112,South Africa,KwaZulu-Natal,Hillcrest,3531097,4,1,1,109,15446,61145,130286
44113,South Africa,Eastern Cape,Gqeberha,2947723,1,3,1,63,49586,98578,184070
